# Онтология аттракторов человеческого организма с количественными оценками
1.	Точечные аттракторы (всего: 4000-5000)
5.3.1.2.2.1.	Компенсаторные изменения (25-27)
5.3.1.2.2.2.	Функциональная пластичность (25-27)
5.3.1.2.2.3.	Гомеостатические перестройки (20-26)
5.3.2.	Регенеративные переходы (300-400)
5.3.2.1.	Репаративные процессы (150-200)
5.3.2.1.1.	Активация стволовых клеток (80-100)
5.3.2.1.1.1.	Мобилизация предшественников (30-35)
5.3.2.1.1.2.	Пролиферативная активация (25-33)
5.3.2.1.1.3.	Дифференцировочные программы (25-32)
5.3.2.1.2.	Тканевая регенерация (70-100)
5.3.2.1.2.1.	Воспалительная фаза (25-35)
5.3.2.1.2.2.	Пролиферативная фаза (25-33)
5.3.2.1.2.3.	Ремоделирующая фаза (20-32)
5.3.2.2.	Компенсаторные изменения (150-200)
5.3.2.2.1.	Функциональная компенсация (80-100)
5.3.2.2.1.1.	Быстрые адаптации (30-35)
5.3.2.2.1.2.	Промежуточные перестройки (25-33)
5.3.2.2.1.3.	Долговременные изменения (25-32)
5.3.2.2.2.	Структурная адаптация (70-100)
5.3.2.2.2.1.	Клеточная гипертрофия (25-35)
5.3.2.2.2.2.	Тканевая гиперплазия (25-33)
5.3.2.2.2.3.	Фенотипическая модуляция (20-32)
6.	 Межсистемные взаимодействия аттракторов (всего: 3000-3500)
6.1.	Нейроэндокринные взаимодействия (1000-1200)
6.1.1.	Гипоталамо-гипофизарные связи (500-600)
6.1.1.1.	Прямые регуляторные влияния (250-300)
6.1.1.1.1.	Нейросекреторные механизмы (150-180)
6.1.1.1.1.1.	Синтез рилизинг-факторов (50-60)
6.1.1.1.1.2.	Аксональный транспорт (50-60)
6.1.1.1.1.3.	Секреторная динамика (50-60)
6.1.1.1.2.	Обратные связи (100-120)
6.1.1.1.2.1.	Короткие петли (35-40)
6.1.1.1.2.2.	Ультракороткие контуры (35-40)
6.1.1.1.2.3.	Длинные циклы (30-40)
6.1.1.2.	Опосредованные взаимодействия (250-300)
6.1.1.2.1.	Метаболические эффекты (150-180)
6.1.1.2.1.1.	Глюкозная регуляция (50-60)
6.1.1.2.1.2.	Липидный контроль (50-60)
6.1.1.2.1.3.	Энергетический баланс (50-60)
6.1.1.2.2.	Поведенческие модуляции (100-120)
6.1.1.2.2.1.	Пищевое поведение (35-40)
6.1.1.2.2.2.	Репродуктивное поведение (35-40)
6.1.1.2.2.3.	Социальное поведение (30-40)
6.1.2.	Периферические взаимодействия (500-600)
6.1.2.1.	Симпато-адреналовые связи (250-300)
6.1.2.1.1.	Острые реакции (150-180)
6.1.2.1.1.1.	Катехоламиновый выброс (50-60)
6.1.2.1.1.2.	Вазомоторные эффекты (50-60)
6.1.2.1.1.3.	Метаболическая активация (50-60)
6.1.2.1.2.	Хронические эффекты (100-120)
6.1.2.1.2.1.	Трофические влияния (35-40)
6.1.2.1.2.2.	Пролиферативные эффекты (35-40)
6.1.2.1.2.3.	Секреторная модуляция (30-40)
6.1.2.2.	Нейроиммунные взаимодействия (250-300)
6.1.2.2.1.	Локальная регуляция (150-180)
6.1.2.2.1.1.	Нейропептидные влияния (50-60)
6.1.2.2.1.2.	Медиаторные эффекты (50-60)
6.1.2.2.1.3.	Нейротрофические факторы (50-60)
6.1.2.2.2.	Системные эффекты (100-120)
6.1.2.2.2.1.	Противовоспалительные механизмы (35-40)
6.1.2.2.2.2.	Иммуномодуляция (35-40)
6.1.2.2.2.3.	Стресс-реактивность (30-40)
6.2.	 Иммуноэндокринные взаимодействия (1000-1200)
6.2.1.	Цитокин-гормональные связи (500-600)
6.2.1.1.	Регуляция иммунного ответа (250-300)
6.2.1.1.1.	Провоспалительные механизмы (150-180)
6.2.1.1.1.1.	Активация иммунных клеток (50-60)
6.2.1.1.1.2.	Продукция медиаторов (50-60)
6.2.1.1.1.3.	Хемотаксис (50-60)
6.2.1.1.2.	Противовоспалительные эффекты (100-120)
6.2.1.1.2.1.	Супрессия воспаления (35-40)
6.2.1.1.2.2.	Регуляторные механизмы (35-40)
6.2.1.1.2.3.	Восстановительные процессы (30-40)
6.2.1.2.	Метаболическая регуляция (250-300)
6.2.1.2.1.	Энергетический обмен (150-180)
6.2.1.2.1.1.	Глюкозный гомеостаз (50-60)
6.2.1.2.1.2.	Липидный метаболизм (50-60)
6.2.1.2.1.3.	Белковый обмен (50-60)
6.2.1.2.2.	Пластические процессы (100-120)
6.2.1.2.2.1.	Тканевая регенерация (35-40)
6.2.1.2.2.2.	Клеточное обновление (35-40)
6.2.1.2.2.3.	Матриксный синтез (30-40)
6.2.2.	Системные взаимодействия (500-600)
6.2.2.1.	Стресс-реактивность (250-300)
6.2.2.1.1.	Острый стресс (150-180)
6.2.2.1.1.1.	Воспалительный ответ (50-60)
6.2.2.1.1.2.	Метаболическая активация (50-60)
6.2.2.1.1.3.	Поведенческие изменения (50-60)
6.2.2.1.2.	Хронический стресс (100-120)
6.2.2.1.2.1.	Иммуносупрессия (35-40)
6.2.2.1.2.2.	Метаболические нарушения (35-40)
6.2.2.1.2.3.	Тканевые повреждения (30-40)
6.2.2.2.	Адаптивные механизмы (250-300)
6.2.2.2.1.	Краткосрочная адаптация (150-180)
6.2.2.2.1.1.	Функциональные перестройки (50-60)
6.2.2.2.1.2.	Метаболические переключения (50-60)
6.2.2.2.1.3.	Поведенческие адаптации (50-60)
6.2.2.2.2.	Долгосрочная адаптация (100-120)
6.2.2.2.2.1.	Структурные изменения (35-40)
6.2.2.2.2.2.	Эпигенетические модификации (35-40)
6.2.2.2.2.3.	Фенотипическая пластичность (30-40)
6.3.	 Нейроиммунные взаимодействия (1000-1100)
6.3.1.	Центральные механизмы (500-550)
6.3.1.1.	Нейровоспаление (250-275)
6.3.1.1.1.	Острые реакции (150-165)
6.3.1.1.1.1.	Микроглиальная активация (50-55)
6.3.1.1.1.2.	Астроцитарный ответ (50-55)
6.3.1.1.1.3.	Цитокиновые каскады (50-55)
6.3.1.1.2.	Хронические процессы (100-110)
6.3.1.1.2.1.	Нейродегенерация (35-37)
6.3.1.1.2.2.	Синаптическая пластичность (35-37)
6.3.1.1.2.3.	Нейрогенез (30-36)
6.3.1.2.	Поведенческие эффекты (250-275)
6.3.1.2.1.	Болезненное поведение (150-165)
6.3.1.2.1.1.	Энергетический метаболизм (50-55)
6.3.1.2.1.2.	Сон-бодрствование (50-55)
6.3.1.2.1.3.	Социальные взаимодействия (50-55)
6.3.1.2.2.	Когнитивные изменения (100-110)
6.3.1.2.2.1.	Обучение и память (35-37)
6.3.1.2.2.2.	Эмоциональная регуляция (35-37)
6.3.1.2.2.3.	Исполнительные функции (30-36)
6.3.2.	Периферические механизмы (500-550)
6.3.2.1.	Нейрогенное воспаление (250-275)
6.3.2.1.1.	Местные реакции (150-165)
6.3.2.1.1.1.	Вазомоторные эффекты (50-55)
6.3.2.1.1.2.	Клеточная инфильтрация (50-55)
6.3.2.1.1.3.	Тканевые изменения (50-55)
6.3.2.1.2.	Системные эффекты (100-110)
6.3.2.1.2.1.	Эндокринные влияния (35-37)
6.3.2.1.2.2.	Метаболические сдвиги (35-37)
6.3.2.1.2.3.	Иммунные реакции (30-36)
6.3.2.2.	Иммунная модуляция (250-275)
6.3.2.2.1.	Клеточный иммунитет (150-165)
6.3.2.2.1.1.	Т-клеточные ответы (50-55)
6.3.2.2.1.2.	Фагоцитарная активность (50-55)
6.3.2.2.1.3.	NK-клеточные реакции (50-55)
6.3.2.2.2.	Гуморальный иммунитет (100-110)
6.3.2.2.2.1.	Антительный ответ (35-37)
6.3.2.2.2.2.	Цитокиновая продукция (35-37)
6.3.2.2.2.3.	Комплементарная активация (30-36)
7.	 Интегративные функции аттракторов (всего: 2500-3000)
7.1.	Системная интеграция (800-1000)
7.1.1.	Физиологическая интеграция (400-500)
7.1.1.1.	Гомеостатическая регуляция (200-250)
7.1.1.1.1.	Быстрые механизмы (120-150)
7.1.1.1.1.1.	Нервные регуляции (40-50)
7.1.1.1.1.2.	Гуморальные эффекты (40-50)
7.1.1.1.1.3.	Клеточные ответы (40-50)
7.1.1.1.2.	Медленные механизмы (80-100)
7.1.1.1.2.1.	Эндокринные перестройки (30-35)
7.1.1.1.2.2.	Метаболические адаптации (25-33)
7.1.1.1.2.3.	Тканевые модификации (25-32)
7.1.1.2.	Аллостатическая регуляция (200-250)
7.1.1.2.1.	Предиктивная адаптация (100-120)
7.1.1.2.1.1.	Циркадные настройки (35-40)
7.1.1.2.1.2.	Метаболическое предупреждение (35-40)
7.1.1.2.1.3.	Поведенческая подготовка (30-40)
7.1.1.2.2.	Реактивная адаптация (100-130)
7.1.1.2.2.1.	Срочные перестройки (35-45)
7.1.1.2.2.2.	Промежуточные изменения (35-43)
7.1.1.2.2.3.	Долговременные адаптации (30-42)
7.1.2.	Поведенческая интеграция (400-500)
7.1.2.1.	Когнитивно-эмоциональная интеграция (250-300)
7.1.2.1.1.	Эмоциональная регуляция (150-180)
7.1.2.1.1.1.	Оценка стимулов (50-60)
7.1.2.1.1.2.	Эмоциональное возбуждение (50-60)
7.1.2.1.1.3.	Поведенческий выбор (50-60)
7.1.2.1.2.	Когнитивный контроль (100-120)
7.1.2.1.2.1.	Внимание и торможение (35-40)
7.1.2.1.2.2.	Рабочая память (35-40)
7.1.2.1.2.3.	Принятие решений (30-40)
7.1.2.2.	Социальная интеграция (150-200)
7.1.2.2.1.	Межличностное взаимодействие (100-120)
7.1.2.2.1.1.	Коммуникативные паттерны (35-40)
7.1.2.2.1.2.	Эмоциональный резонанс (35-40)
7.1.2.2.1.3.	Социальное познание (30-40)
7.1.2.2.2.	Групповая динамика (50-80)
7.1.2.2.2.1.	Ролевое поведение (20-28)
7.1.2.2.2.2.	Социальные нормы (15-26)
7.1.2.2.2.3.	Групповая адаптация (15-26)
7.2.	Временная интеграция (850-1000)
7.2.1.	Краткосрочная интеграция (400-450)
7.2.1.1.	Сенсомоторная интеграция (200-225)
7.2.1.1.1.	Текущее поведение (120-135)
7.2.1.1.1.1.	Сенсорный анализ (40-45)
7.2.1.1.1.2.	Моторное планирование (40-45)
7.2.1.1.1.3.	Исполнительный контроль (40-45)
7.2.1.1.2.	Моторное планирование (80-90)
7.2.1.1.2.1.	Программирование движений (30-32)
7.2.1.1.2.2.	Координация действий (25-29)
7.2.1.1.2.3.	Коррекция ошибок (25-29)
7.2.1.2.	Когнитивная интеграция (200-225)
7.2.1.2.1.	Рабочая память (120-135)
7.2.1.2.1.1.	Удержание информации (40-45)
7.2.1.2.1.2.	Манипуляции данными (40-45)
7.2.1.2.1.3.	Исполнительный контроль (40-45)
7.2.1.2.2.	Принятие решений (80-90)
